id_student,code_module,code_presentation,final_result,highest_education,age_band,gender,disability,num_of_prev_attempts,date_registration,score_first_assessment,delay_first_assessment,first_assessment_type,clicks_till_course_starts,active_days_before_course_start,clicks_from_course_start_until_first_assessment,active_days_from_course_start_until_first_assessment
650247,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-136.0,100.0,-1.0,TMA,0.0,0.0,125.0,7.0
650269,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-156.0,1.0,-22.0,TMA,61.0,4.0,32.0,3.0
650354,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-38.0,1.0,-22.0,TMA,20.0,1.0,0.0,0.0
650357,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-156.0,0.0,,TMA,0.0,0.0,0.0,0.0
650371,BBB,2014J,Pass,Lower Than A Level,0-35,M,N,0,-150.0,100.0,-9.0,TMA,45.0,1.0,30.0,3.0
650433,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-78.0,1.0,-7.0,TMA,3.0,1.0,59.0,6.0
650451,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-93.0,100.0,-22.0,TMA,41.0,2.0,25.0,1.0
650517,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-52.0,0.0,,TMA,0.0,0.0,13.0,3.0
650531,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-23.0,1.0,-1.0,TMA,12.0,1.0,48.0,4.0
650548,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-98.0,0.0,,TMA,0.0,0.0,0.0,0.0
650565,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-30.0,100.0,-7.0,TMA,0.0,0.0,82.0,5.0
650606,BBB,2014J,Distinction,No Formal quals,0-35,F,N,0,-151.0,1.0,-7.0,TMA,68.0,6.0,77.0,7.0
650676,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-155.0,0.0,,TMA,0.0,0.0,0.0,0.0
650746,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-155.0,0.0,,TMA,0.0,0.0,38.0,1.0
650797,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-128.0,100.0,-1.0,TMA,14.0,1.0,24.0,5.0
650953,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-143.0,1.0,-2.0,TMA,3.0,1.0,69.0,6.0
650958,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-148.0,100.0,-9.0,TMA,173.0,6.0,295.0,10.0
650961,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-130.0,1.0,7.0,TMA,0.0,0.0,47.0,3.0
650964,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-155.0,0.0,,TMA,61.0,3.0,0.0,0.0
650979,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-151.0,1.0,-13.0,TMA,126.0,4.0,25.0,5.0
651004,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-112.0,0.0,,TMA,0.0,0.0,11.0,3.0
651008,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-115.0,1.0,-17.0,TMA,24.0,3.0,78.0,6.0
651027,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-134.0,1.0,-6.0,TMA,17.0,1.0,20.0,2.0
651030,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-154.0,0.0,,TMA,0.0,0.0,0.0,0.0
651065,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-79.0,100.0,-5.0,TMA,49.0,5.0,80.0,4.0
651087,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-120.0,0.0,,TMA,0.0,0.0,71.0,4.0
651089,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-154.0,1.0,-1.0,TMA,54.0,4.0,120.0,7.0
651148,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-113.0,100.0,-17.0,TMA,142.0,5.0,157.0,9.0
651177,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-59.0,1.0,-8.0,TMA,80.0,4.0,503.0,18.0
651209,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-121.0,1.0,-11.0,TMA,17.0,4.0,60.0,4.0
651257,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-39.0,100.0,-19.0,TMA,51.0,2.0,237.0,9.0
651278,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-121.0,100.0,-4.0,TMA,2.0,1.0,40.0,4.0
651324,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-153.0,1.0,-7.0,TMA,53.0,2.0,182.0,7.0
651359,BBB,2014J,Distinction,HE Qualification,35-55,F,N,0,-36.0,1.0,-9.0,TMA,110.0,3.0,152.0,9.0
651394,BBB,2014J,Fail,HE Qualification,0-35,F,N,0,-106.0,1.0,-6.0,TMA,0.0,0.0,218.0,6.0
651415,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-150.0,100.0,-10.0,TMA,14.0,4.0,66.0,6.0
651429,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-80.0,1.0,-2.0,TMA,39.0,1.0,63.0,6.0
651520,BBB,2014J,Withdrawn,HE Qualification,0-35,F,N,0,-150.0,0.0,,TMA,0.0,0.0,0.0,0.0
651544,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-151.0,1.0,-14.0,TMA,43.0,3.0,55.0,6.0
651586,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-151.0,0.0,,TMA,0.0,0.0,0.0,0.0
651605,BBB,2014J,Pass,Lower Than A Level,35-55,M,N,0,-53.0,100.0,-3.0,TMA,0.0,0.0,43.0,3.0
651609,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-150.0,1.0,-1.0,TMA,0.0,0.0,102.0,2.0
651610,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-151.0,0.0,,TMA,0.0,0.0,0.0,0.0
651655,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-57.0,1.0,-1.0,TMA,164.0,3.0,54.0,3.0
651659,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-17.0,1.0,-3.0,TMA,4.0,1.0,186.0,5.0
651678,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-30.0,100.0,-15.0,TMA,21.0,2.0,103.0,3.0
651775,BBB,2014J,Pass,Lower Than A Level,0-35,M,N,0,-21.0,100.0,-3.0,TMA,0.0,0.0,102.0,5.0
651778,BBB,2014J,Fail,Lower Than A Level,0-35,M,N,0,-136.0,0.0,,TMA,0.0,0.0,0.0,0.0
651798,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-43.0,0.0,,TMA,0.0,0.0,0.0,0.0
651801,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-25.0,0.0,,TMA,0.0,0.0,113.0,1.0
651814,BBB,2014J,Withdrawn,HE Qualification,0-35,M,N,0,-151.0,0.0,,TMA,0.0,0.0,0.0,0.0
651831,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-31.0,0.0,,TMA,1.0,1.0,0.0,0.0
651863,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-150.0,100.0,-5.0,TMA,49.0,1.0,40.0,2.0
651883,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-100.0,1.0,-3.0,TMA,0.0,0.0,0.0,0.0
651925,BBB,2014J,Pass,A Level or Equivalent,0-35,F,Y,0,-56.0,100.0,-4.0,TMA,55.0,5.0,188.0,8.0
651939,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-147.0,100.0,-2.0,TMA,11.0,2.0,67.0,6.0
651974,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-149.0,0.0,,TMA,41.0,3.0,86.0,3.0
651979,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-150.0,100.0,-1.0,TMA,17.0,1.0,48.0,5.0
651980,BBB,2014J,Distinction,A Level or Equivalent,0-35,F,N,0,-44.0,100.0,-3.0,TMA,158.0,3.0,31.0,5.0
651991,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-45.0,100.0,-10.0,TMA,179.0,8.0,150.0,13.0
652006,BBB,2014J,Withdrawn,No Formal quals,35-55,F,N,0,-150.0,0.0,,TMA,0.0,0.0,0.0,0.0
652017,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-108.0,0.0,,TMA,0.0,0.0,0.0,0.0
652044,BBB,2014J,Pass,HE Qualification,0-35,M,N,0,-30.0,1.0,-3.0,TMA,5.0,1.0,34.0,2.0
652090,BBB,2014J,Distinction,Lower Than A Level,35-55,F,N,0,-22.0,1.0,-2.0,TMA,14.0,1.0,133.0,5.0
652105,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-63.0,0.0,,TMA,0.0,0.0,0.0,0.0
652114,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-136.0,0.0,,TMA,0.0,0.0,0.0,0.0
652130,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-148.0,0.0,,TMA,99.0,5.0,197.0,3.0
652149,BBB,2014J,Pass,No Formal quals,0-35,F,N,0,-130.0,100.0,-3.0,TMA,0.0,0.0,46.0,4.0
652156,BBB,2014J,Pass,Lower Than A Level,0-35,M,N,0,-122.0,100.0,-1.0,TMA,26.0,3.0,69.0,7.0
652158,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-149.0,100.0,-19.0,TMA,89.0,4.0,189.0,7.0
652226,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-119.0,100.0,-11.0,TMA,6.0,2.0,181.0,5.0
652288,BBB,2014J,Fail,A Level or Equivalent,0-35,M,N,0,-149.0,1.0,9.0,TMA,425.0,9.0,283.0,16.0
652315,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-92.0,0.0,,TMA,0.0,0.0,0.0,0.0
652366,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-149.0,0.0,,TMA,0.0,0.0,0.0,0.0
652390,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-134.0,100.0,8.0,TMA,0.0,0.0,136.0,4.0
652522,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-143.0,1.0,-1.0,TMA,19.0,1.0,72.0,3.0
652533,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-122.0,0.0,,TMA,0.0,0.0,0.0,0.0
652553,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-121.0,1.0,-7.0,TMA,10.0,1.0,25.0,4.0
652556,BBB,2014J,Fail,A Level or Equivalent,35-55,F,N,0,-65.0,1.0,0.0,TMA,55.0,2.0,111.0,4.0
652558,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-147.0,0.0,,TMA,0.0,0.0,0.0,0.0
652572,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-38.0,1.0,-10.0,TMA,66.0,5.0,71.0,4.0
652584,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-31.0,0.0,,TMA,0.0,0.0,0.0,0.0
652585,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-73.0,100.0,-11.0,TMA,0.0,0.0,10.0,2.0
652586,BBB,2014J,Distinction,Lower Than A Level,0-35,F,N,0,-86.0,100.0,-1.0,TMA,27.0,2.0,117.0,8.0
652605,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-101.0,100.0,-2.0,TMA,15.0,1.0,80.0,1.0
652731,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-22.0,0.0,,TMA,10.0,2.0,1.0,1.0
652744,BBB,2014J,Withdrawn,No Formal quals,0-35,F,N,0,-144.0,0.0,,TMA,0.0,0.0,0.0,0.0
652754,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-143.0,0.0,,TMA,36.0,2.0,0.0,0.0
652803,BBB,2014J,Withdrawn,HE Qualification,0-35,F,N,0,-144.0,1.0,-10.0,TMA,0.0,0.0,17.0,2.0
652818,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-129.0,100.0,-4.0,TMA,53.0,3.0,1.0,1.0
652851,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-115.0,100.0,-10.0,TMA,198.0,4.0,108.0,5.0
652886,BBB,2014J,Pass,A Level or Equivalent,0-35,M,Y,0,-71.0,1.0,-1.0,TMA,0.0,0.0,35.0,4.0
652906,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,Y,0,-130.0,0.0,,TMA,0.0,0.0,0.0,0.0
652933,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-42.0,1.0,-1.0,TMA,35.0,3.0,102.0,9.0
652969,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-142.0,1.0,0.0,TMA,0.0,0.0,0.0,0.0
653027,BBB,2014J,Fail,Lower Than A Level,0-35,F,Y,0,-129.0,100.0,0.0,TMA,32.0,1.0,3.0,2.0
653034,BBB,2014J,Withdrawn,No Formal quals,0-35,F,N,0,-101.0,1.0,13.0,TMA,0.0,0.0,10.0,1.0
653052,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-142.0,100.0,-11.0,TMA,43.0,4.0,16.0,3.0
653059,BBB,2014J,Fail,Lower Than A Level,0-35,F,Y,0,-115.0,1.0,-11.0,TMA,81.0,4.0,3.0,2.0
653068,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-77.0,100.0,-2.0,TMA,0.0,0.0,121.0,4.0
653086,BBB,2014J,Distinction,A Level or Equivalent,35-55,F,Y,0,-84.0,1.0,-4.0,TMA,0.0,0.0,93.0,5.0
653097,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-144.0,0.0,,TMA,0.0,0.0,36.0,1.0
653188,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-116.0,100.0,-1.0,TMA,40.0,3.0,61.0,6.0
653193,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-17.0,0.0,,TMA,0.0,0.0,0.0,0.0
653239,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-143.0,100.0,0.0,TMA,70.0,2.0,15.0,4.0
653240,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-50.0,100.0,-5.0,TMA,72.0,6.0,65.0,8.0
653244,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-102.0,0.0,,TMA,0.0,0.0,47.0,1.0
653262,BBB,2014J,Pass,A Level or Equivalent,0-35,M,N,0,-120.0,100.0,-1.0,TMA,0.0,0.0,66.0,3.0
653295,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,Y,0,-45.0,0.0,,TMA,0.0,0.0,0.0,0.0
653384,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-143.0,1.0,-10.0,TMA,32.0,3.0,223.0,7.0
653385,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-142.0,1.0,-3.0,TMA,3.0,1.0,107.0,12.0
653465,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-116.0,1.0,-7.0,TMA,0.0,0.0,223.0,8.0
653541,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-140.0,100.0,-2.0,TMA,47.0,6.0,92.0,10.0
653551,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-142.0,0.0,,TMA,0.0,0.0,0.0,0.0
653577,BBB,2014J,Distinction,HE Qualification,35-55,F,N,0,-38.0,1.0,-1.0,TMA,0.0,0.0,126.0,8.0
653597,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-29.0,100.0,-2.0,TMA,116.0,5.0,60.0,8.0
653633,BBB,2014J,Withdrawn,Lower Than A Level,35-55,M,N,0,-95.0,100.0,-3.0,TMA,0.0,0.0,233.0,8.0
653664,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-49.0,100.0,-6.0,TMA,0.0,0.0,24.0,4.0
653702,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-130.0,1.0,6.0,TMA,0.0,0.0,102.0,6.0
653730,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-72.0,0.0,,TMA,0.0,0.0,0.0,0.0
653752,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-42.0,100.0,6.0,TMA,26.0,5.0,51.0,5.0
653762,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-109.0,1.0,-20.0,TMA,10.0,2.0,59.0,4.0
653826,BBB,2014J,Withdrawn,HE Qualification,35-55,F,N,0,-64.0,0.0,,TMA,42.0,1.0,0.0,0.0
653840,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-73.0,100.0,-1.0,TMA,0.0,0.0,128.0,3.0
653870,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-129.0,1.0,-7.0,TMA,40.0,1.0,30.0,2.0
653944,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-112.0,1.0,8.0,TMA,16.0,1.0,4.0,1.0
653951,BBB,2014J,Fail,HE Qualification,0-35,F,N,0,-30.0,1.0,-1.0,TMA,0.0,0.0,124.0,8.0
653952,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-43.0,100.0,-23.0,TMA,344.0,9.0,37.0,9.0
653958,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-23.0,100.0,-2.0,TMA,86.0,5.0,57.0,6.0
654001,BBB,2014J,Withdrawn,Lower Than A Level,0-35,M,N,0,-127.0,0.0,,TMA,15.0,2.0,18.0,2.0
654005,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-29.0,100.0,0.0,TMA,10.0,3.0,116.0,7.0
654043,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-45.0,100.0,-3.0,TMA,4.0,1.0,129.0,14.0
654071,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-142.0,1.0,-2.0,TMA,115.0,4.0,92.0,5.0
654206,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-57.0,100.0,-16.0,TMA,36.0,1.0,40.0,3.0
654214,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-136.0,1.0,-2.0,TMA,0.0,0.0,3.0,1.0
654256,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-136.0,0.0,,TMA,0.0,0.0,0.0,0.0
654259,BBB,2014J,Withdrawn,HE Qualification,0-35,F,N,0,-136.0,0.0,,TMA,0.0,0.0,0.0,0.0
654265,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-29.0,100.0,-8.0,TMA,88.0,4.0,20.0,4.0
654333,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-85.0,0.0,,TMA,0.0,0.0,0.0,0.0
654392,BBB,2014J,Withdrawn,HE Qualification,35-55,F,N,0,-30.0,100.0,-1.0,TMA,0.0,0.0,93.0,5.0
654404,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-56.0,100.0,-18.0,TMA,1.0,1.0,20.0,2.0
654415,BBB,2014J,Pass,Lower Than A Level,0-35,M,Y,0,-119.0,100.0,-2.0,TMA,46.0,2.0,67.0,6.0
654422,BBB,2014J,Withdrawn,No Formal quals,0-35,F,N,0,-80.0,0.0,-1.0,TMA,1.0,1.0,10.0,1.0
654524,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-122.0,1.0,-7.0,TMA,131.0,3.0,102.0,7.0
654545,BBB,2014J,Fail,HE Qualification,35-55,F,N,0,-24.0,100.0,2.0,TMA,19.0,1.0,219.0,4.0
654585,BBB,2014J,Fail,HE Qualification,0-35,F,N,0,-122.0,1.0,-1.0,TMA,19.0,5.0,181.0,10.0
654639,BBB,2014J,Withdrawn,No Formal quals,0-35,F,N,0,-134.0,0.0,,TMA,5.0,3.0,48.0,2.0
654657,BBB,2014J,Pass,HE Qualification,0-35,F,N,0,-107.0,0.0,-10.0,TMA,0.0,0.0,22.0,4.0
654678,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,M,N,0,-99.0,100.0,0.0,TMA,250.0,7.0,75.0,6.0
654796,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,Y,0,-56.0,0.0,,TMA,0.0,0.0,0.0,0.0
654856,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-49.0,100.0,-14.0,TMA,71.0,7.0,172.0,9.0
654913,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-32.0,0.0,,TMA,0.0,0.0,0.0,0.0
654923,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-31.0,1.0,8.0,TMA,0.0,0.0,0.0,0.0
654958,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-135.0,0.0,,TMA,27.0,4.0,0.0,0.0
655084,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-120.0,100.0,-2.0,TMA,38.0,1.0,10.0,2.0
655086,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-53.0,0.0,,TMA,15.0,2.0,34.0,3.0
655152,BBB,2014J,Withdrawn,HE Qualification,0-35,F,N,0,-101.0,100.0,-2.0,TMA,10.0,2.0,79.0,6.0
655155,BBB,2014J,Withdrawn,A Level or Equivalent,35-55,F,N,0,-17.0,100.0,-1.0,TMA,0.0,0.0,131.0,5.0
655224,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-99.0,0.0,,TMA,0.0,0.0,0.0,0.0
655230,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-67.0,1.0,2.0,TMA,83.0,1.0,55.0,5.0
655296,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-94.0,1.0,-7.0,TMA,32.0,3.0,97.0,11.0
655314,BBB,2014J,Distinction,A Level or Equivalent,0-35,M,N,0,-51.0,100.0,0.0,TMA,0.0,0.0,147.0,5.0
655342,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-135.0,100.0,-19.0,TMA,78.0,2.0,84.0,3.0
655406,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-23.0,0.0,,TMA,72.0,4.0,0.0,0.0
655414,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-71.0,0.0,,TMA,0.0,0.0,0.0,0.0
655460,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-16.0,100.0,-4.0,TMA,54.0,3.0,30.0,2.0
655471,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-38.0,1.0,-15.0,TMA,364.0,7.0,98.0,7.0
655546,BBB,2014J,Pass,HE Qualification,35-55,F,N,0,-29.0,100.0,-6.0,TMA,313.0,9.0,407.0,18.0
655547,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-17.0,0.0,-4.0,TMA,10.0,1.0,121.0,6.0
655572,BBB,2014J,Fail,Lower Than A Level,0-35,F,N,0,-58.0,80.0,-4.0,TMA,62.0,2.0,56.0,3.0
655605,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-108.0,100.0,15.0,TMA,2.0,2.0,5.0,1.0
655613,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-17.0,0.0,-6.0,TMA,57.0,3.0,53.0,8.0
655662,BBB,2014J,Fail,Lower Than A Level,0-35,M,N,0,-127.0,1.0,-1.0,TMA,11.0,1.0,0.0,0.0
655668,BBB,2014J,Fail,A Level or Equivalent,0-35,M,N,0,-71.0,100.0,-11.0,TMA,0.0,0.0,142.0,5.0
655828,BBB,2014J,Pass,A Level or Equivalent,35-55,F,N,0,-105.0,100.0,-6.0,TMA,30.0,1.0,9.0,3.0
655829,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-29.0,0.0,,TMA,0.0,0.0,0.0,0.0
655878,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,Y,0,-98.0,0.0,,TMA,0.0,0.0,0.0,0.0
655992,BBB,2014J,Withdrawn,HE Qualification,35-55,M,N,0,-57.0,0.0,,TMA,0.0,0.0,0.0,0.0
656067,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-116.0,100.0,0.0,TMA,0.0,0.0,39.0,3.0
656089,BBB,2014J,Withdrawn,HE Qualification,0-35,F,N,0,-122.0,100.0,-6.0,TMA,55.0,2.0,318.0,10.0
656112,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-128.0,0.0,,TMA,0.0,0.0,0.0,0.0
656122,BBB,2014J,Withdrawn,Lower Than A Level,35-55,F,N,0,-98.0,0.0,12.0,TMA,29.0,2.0,118.0,7.0
656129,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-116.0,0.0,,TMA,0.0,0.0,0.0,0.0
656181,BBB,2014J,Fail,Lower Than A Level,35-55,F,N,0,-98.0,0.0,-17.0,TMA,25.0,1.0,15.0,2.0
656187,BBB,2014J,Pass,A Level or Equivalent,0-35,M,N,0,-17.0,100.0,-6.0,TMA,43.0,1.0,41.0,1.0
656190,BBB,2014J,Pass,Lower Than A Level,0-35,M,N,0,-108.0,0.0,-3.0,TMA,2.0,1.0,138.0,2.0
656194,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-86.0,100.0,-7.0,TMA,0.0,0.0,3.0,1.0
656196,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-107.0,100.0,-7.0,TMA,0.0,0.0,172.0,4.0
656197,BBB,2014J,Pass,HE Qualification,0-35,M,N,0,-78.0,1.0,-8.0,TMA,10.0,1.0,100.0,4.0
656200,BBB,2014J,Pass,Lower Than A Level,35-55,M,N,0,-17.0,100.0,-1.0,TMA,7.0,1.0,201.0,7.0
656204,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-108.0,100.0,11.0,TMA,0.0,0.0,43.0,5.0
656206,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,-105.0,100.0,-1.0,TMA,0.0,0.0,31.0,5.0
656208,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-108.0,100.0,-4.0,TMA,0.0,0.0,84.0,4.0
656217,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-114.0,1.0,1.0,TMA,39.0,4.0,34.0,5.0
656222,BBB,2014J,Fail,A Level or Equivalent,35-55,F,N,0,-128.0,100.0,-1.0,TMA,92.0,5.0,102.0,3.0
656227,BBB,2014J,Distinction,A Level or Equivalent,35-55,F,N,0,-17.0,100.0,-6.0,TMA,44.0,1.0,73.0,2.0
656228,BBB,2014J,Withdrawn,Lower Than A Level,0-35,F,N,0,-119.0,0.0,,TMA,0.0,0.0,0.0,0.0
656253,BBB,2014J,Pass,Lower Than A Level,0-35,F,N,0,-108.0,100.0,-7.0,TMA,264.0,6.0,4.0,2.0
656276,BBB,2014J,Fail,A Level or Equivalent,0-35,F,N,0,-120.0,1.0,-3.0,TMA,8.0,1.0,51.0,6.0
656352,BBB,2014J,Pass,Lower Than A Level,35-55,F,N,0,44.0,0.0,,TMA,0.0,0.0,0.0,0.0
656373,BBB,2014J,Distinction,A Level or Equivalent,35-55,F,N,0,-60.0,100.0,-1.0,TMA,14.0,3.0,113.0,8.0
656386,BBB,2014J,Pass,A Level or Equivalent,0-35,F,N,0,-31.0,100.0,-3.0,TMA,0.0,0.0,228.0,4.0
656412,BBB,2014J,Withdrawn,A Level or Equivalent,0-35,F,N,0,-73.0,0.0,,TMA,11.0,1.0,9.0,1.0
